id,title,description,level,duration,category,certificate_type,image_url,url
B5KAz1mLEeufpw6SmrNCpQ,"Fandom, Community, and Identity in Popular Music","In ""Fandom, Community, and Identity in Popular Music,"" you will explore the intersections of fandom and popular culture using pop music as a framework. You will apply your skills of self-reflection and close reading/analysis to a few case studies of pop musicians and the ways in which their art inhabits and evolves in pop culture spaces. You will learn about what it means to be a music fan, and therefore to be a fan in general. Along the way, you’ll have the chance to express your creativity as a fan by making something to contribute back into your fandom. This project will ask you to apply your self-reflection and close reading frameworks, and will ground your studies of fandom and pop culture in your lived experience (both physical and virtual). 

Course-Level Learning Outcomes

* Define and describe the dynamics of popular music and its relationship with fandom, popular culture, and digital media
* Apply critical self-reflection and close reading frameworks through analytical writing and creative expression
* Engage with pop culture and fandom communities by leveraging online platforms to make connections and synthesize learning
* Reflect on your personal relationship to popular music, popular art, and how popular culture intersects with memory and nostalgia

Course 2 Skills: 
* Analysis
* Evaluation
* Critical Thinking
* Communication
* Creativity
* Close Reading",BEGINNER,"A few hours a week, flexible",Personal Development,"VerifiedCert, Specialization",,https://www.coursera.org/learn/fandom-community-identity-popular-music
FyeC_mavEe-WbhKfqhh3sw,Tailwind CSS Practice Project: Build a Product Card,"Welcome to this exciting new course on Tailwind CSS! This course introduces some intermediate Tailwind concepts that are perfect for rapidly building and styling websites in the real world.

If you’re new to Tailwind, head to our Learn Tailwind course here on Coursera for a quick intro. Throughout this course, we’ll build on these concepts, taking you from the basics to more advanced features, and dive into even more amazing things that Tailwind can do.

We’ll use Tailwind to build a web store product card for our client using professional mockups—one for desktop and one for mobile. By the end, you'll have discovered intermediate and advanced styling techniques using Tailwind CSS and crafted a fully responsive, professional product card for a web store.",INTERMEDIATE,,Mobile And Web Development,"VerifiedCert, Specialization",,https://www.coursera.org/learn/build-a-product-card-with-tailwind-css
yCz4aEQfEe-YIQr_7tz45w,GenAI for Technology Consultants,"""GenAI for Technology Consultants"" is an immersive course designed to equip technology consultants with the knowledge and practical skills necessary to integrate Generative Artificial Intelligence (GenAI) into their daily tasks. Through the use of ChatGPT as the primary GenAI tool, participants will learn how to enhance productivity, foster innovation, and deliver superior value to clients.

This course is ideal for both seasoned technology consultants who want to maintain a competitive edge and aspiring professionals who aim to future-proof their skills. Additionally, it caters to business analysts seeking to streamline data analysis and automate report generation, enhancing their ability to make data-driven recommendations.

Participants should have a basic understanding of technology consultancy concepts and workflows, including client research, data analysis, and report generation. Experience with consulting tools and methodologies, as well as a fundamental knowledge of GenAI principles, is recommended. A curious mindset and willingness to explore new technologies will greatly benefit learners in this course.

By the conclusion of this course, consultants will possess the expertise to effectively incorporate GenAI tools into their consulting repertoire.

This course is ideal for both seasoned consultants looking to maintain a competitive edge and aspiring professionals seeking to future-proof their skills. It offers a robust foundation for achieving greater efficiency and innovation in consulting practices.",BEGINNER,1 Hour,Machine Learning,VerifiedCert,,https://www.coursera.org/learn/genai-for-technology-consultants
SxXuFKkyEeyjPxJkzIUqCw,Build an End-to-End Data Capture Pipeline using Document AI,"This is a self-paced lab that takes place in the Google Cloud console. In this lab you use Cloud Functions and Pub/Sub to create an end-to-end document processing pipeline using Document AI. The Document AI API is a document understanding solution that takes unstructured data, such as documents and emails, and makes the data easier to understand, analyze, and consume.

In this lab, you will create a document processing pipeline that will automatically process documents that are uploaded to Cloud Storage. The pipeline consists of a primary Cloud Function that processes new files that are uploaded to Cloud Storage using a Document AI form processor and then saves form data detected in those files to BigQuery. If the form data includes any address fields the address data is then written to a Pub/Sub topic that in turn triggers a second Cloud Function that uses to Geocoding API to provide geographic coordinate data for the address that is also written to BigQuery.

This is a simple pipeline that uses a general form processor that will detect basic form data, such as a labelled field containing address information. Document AI processors that use one of the specialized parsers that are beyond the scope of this lab provide enhanced entity information for specific document types even when those documents do not include labelled fields. For example, a Document AI Invoice parser can provide detailed address and supplier information, from an unlabelled invoice document because it understands the layout of invoices.",BEGINNER,1 hour,Software Development,VerifiedCert,,https://www.coursera.org/learn/googlecloud-build-an-end-to-end-data-capture-pipeline-using-document-ai-wiisg
5VagU-vaEeyozBJ-29c9rQ,Data-Oriented C++ in Scientific Programming,"Learn how to write efficient, maintainable C++ code for data-intensive applications in this hands-on course. Key application areas include scientific simulation software, statistical data processing, and computer graphics.

You’ll begin by exploring how modern C++ supports high-efficiency programming and review the principles of a central piece of hardware in data-intensive applications: computer memory.
Next, the course shifts to software design. You’ll examine performance shortcomings of traditional object-oriented programming and dive into data-oriented perspective, which improves performance by structuring code around the data itself. You’ll learn how this paradigm overcomes bottlenecks and leads to more scalable, high-performance solutions.

Finally, you’ll apply these principles to modern multi-threaded systems. Through hands-on experience you will learn to use C++'s built-in parallel features to target both multi-core CPUs and GPUs.",INTERMEDIATE,"5 weeks of study, 3-5 hours/week",Algorithms,VerifiedCert,,https://www.coursera.org/learn/data-oriented-scientific-programming
4v6_J1FOEfCXGQ7_O0Gvvw,Current Issues in Ethics and AI,"Artificial intelligence, particularly with the introduction of generative AI, is fundamentally impacting a huge spectrum of human experience. This ranges from the vast majority of jobs and professions to education, healthcare, media and entertainment, and much more.  These rapid advances have been accompanied by a huge array of fundamental and greatly impactful ethical challenges, including bias and inaccuracy in AI systems, where AI systems should and shouldn’t replace humans, and potential benefits and harms from various types of autonomous systems, and existential issues including the future of human work and the possibility of AI systems whose intelligence exceeds that of humans. 

This course provides students with a broad exposure to the ethical issues arising from AI, along with the experience and ethical tools to analyze them.  It is intended to help students recognize and deal with these issues in their professional careers and their lives. It is based on a combination of current media articles and recent research papers, and is designed so that it can be kept current by refreshing the references it is based on. 

This course can be taken for academic credit as part of CU Boulder’s Masters of Science in Computer Science (MS-CS) and the Master of Science in Artificial Intelligence (MS-AI) degrees offered on the Coursera platform. This fully accredited graduate degree offer targeted courses, short 8-week sessions, and pay-as-you-go tuition. Admission is based on performance in three preliminary courses, not academic history. CU degrees on Coursera are ideal for recent graduates or working professionals. Learn more: 

MS in Computer Science: https://coursera.org/degrees/ms-computer-science-boulder

MS in Artificial Intelligence: https://www.coursera.org/degrees/ms-artificial-intelligence-boulder",BEGINNER,,Algorithms,VerifiedCert,,https://www.coursera.org/learn/current-issues-in-ethics-and-ai
yHvuv3ZLEei_sRJ3tviPRg,Continuous Delivery & DevOps ,"Amazon famously delivers new code every 11.6 seconds. Just a few years ago, this was unthinkable: many ‘cutting edge’ firms would release software quarterly. When it comes to digital innovation, velocity is critical and many would say it’s the most reliable determinant of success. 

Bringing an organization to the state of the art (or even functional capability) in this area requires strong work in a combination of disciplines and a combination of both technical and managerial skills. There is no single cookie-cutter approach for achieving this capability. Much like agile, the right focus and formulation depends a lot on the facts and circumstances of the team. This course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty, will provide you with the interdisciplinary skill set to cultivate a continuous deployment capability in your organization. 

After completing this course, you will be able to: 
1. Diagnose a team’s delivery pipeline and bring forward prioritized recommendations to improve it
2. Explain the skill sets and roles involved in DevOps and how they contribute toward a continuous delivery capability
3. Review and deliver automation tests across the development stack
4. Explain the key jobs of system operations and how today’s leading techniques and tools apply to them
5. Explain how high-functioning teams use DevOps and related methods to reach a continuous delivery capability 
6. Facilitate prioritized, iterative team progress on improving a delivery pipeline",BEGINNER,"3 weeks of study, 2-3 hours/week",Software Development,VerifiedCert,,https://www.coursera.org/learn/uva-darden-continous-delivery-devops
4ble-HjTEfCkgA5eo5L6Uw,"Quantitative Finance with SAS: Apply, Analyze & Evaluate","This comprehensive course introduces learners to the practical applications of SAS in quantitative finance, combining foundational statistical concepts with advanced market data analysis.

In Module 1, learners explore the SAS environment, conduct descriptive statistics, apply T-Tests, interpret correlation, and build regression and variance models to evaluate financial data.

In Module 2, participants progress to advanced applications by applying SAS procedures to economic datasets, forecasting financial trends, and analyzing real-world financial markets including the BSE Sensex and forex.

By the end of this course, learners will be able to analyze financial datasets, apply SAS procedures to real-world economic and market scenarios, interpret statistical outputs accurately, and evaluate financial risks for data-driven decision-making.",Not Specified,,Finance,VerifiedCert,,https://www.coursera.org/learn/quantitative-finance-sas-apply-analyze-evaluate
tLjTFoaiEe-Prw4pgRltBQ,Multimedia Content Creation,"Discover the core skills behind compelling digital content in our Multimedia Content Creation course—designed for both aspiring and experienced creators. In this course, you’ll learn how to create multimedia content that grabs attention, tells your story, and connects with audiences on any platform.

Throughout this course, you’ll gain hands-on experience in multimedia content creation, developing versatile skills you can apply to everything from social media posts and marketing campaigns to presentations and branded assets.

Whether you're designing for video, social graphics, or web layouts, this course emphasizes multimedia content flexibility, empowering you to craft content in various engaging formats.

By the end of the course, you’ll have the confidence and creative toolkit to deliver high-quality multimedia content that stands out in today’s digital landscape",Not Specified,,Music And Art,"VerifiedCert, Specialization",,https://www.coursera.org/learn/multimedia-content-creation
jPEdsYhdEeughAqMzJLqTQ,Introduction to Personal Finance,"This course is a general overview of a variety of personal finance topics - including budgeting, the importance of your credit score, cash flow, setting financial goals, and taxes.  Taught by two CERTIFIED FINANCIAL PLANNER™ Professionals, the concepts are broken down through videos, readings, and activities so you can apply what you are learning in real time. The course provides the foundation to build on for the rest of The Fundamentals of Personal Finance Specialization or as a standalone survey course to improve your understanding of basic personal finance terminology, as well as how they apply to your own financial situation. 

Whether you are just starting college, nearing retirement, or somewhere in between, this course will provide you with the knowledge to understand your money and actionable steps to manage your finances in the future. This course is geared towards learners in the United States of America.",BEGINNER,,Personal Development,"VerifiedCert, Specialization",,https://www.coursera.org/learn/personal-finance-introduction
FHum4pxxEe-VIA7_-DCoZw,Routines in SQL: Stored procedures in SQL Server,"Have you thought about creating a query that can be called several times to perform a routine task? Stored procedures offer this with a great advantage of efficiency. 

This project-based course, ""Routines in SQL: Working with stored procedures in MS SQL Server"" is intended for intermediate SQL users with some related experiences with SQL and who are willing to advance their knowledge and gain practical experience in MS SQL Server.

In this 2-hour project-based course, you will learn how to create stored procedures for different tasks including stored procedures with one input parameter, multiple input parameters, and an output parameter(s). This course is structured in a systematic way and very practical, where you get an option to practice as you progress. 

This project is unique because it gives you hands-on experience with SQL stored procedures in a business context in which we need to create stored procedures to support the analytics and marketing teams.  This project-based course is an intermediate-level course in SQL; therefore, to get the most out of this project, it is essential to understand how to use SQL. Specifically, you should be able to write SQL JOIN statements and work with aggregate functions. If you are comfortable with these SQL concepts, please join me on this wonderful ride! Let’s get our hands dirty!",INTERMEDIATE,2 hours,Data Analysis,VerifiedCert,,https://www.coursera.org/learn/routines-in-sql-stored-procedures-in-sql-server
pOwnvj46Ee-9Ig7qA4dB5w,Content Development and Management,"This course delves into the intricacies of Content Development and Management for Public Relations. You will learn about various PR content types and explore best practices for editing and proofreading to ensure message clarity and effectiveness. The course covers essential strategies for content management within PR, utilizing AI tools for content creation and automation to enhance efficiency and innovation. Additionally, you will develop a comprehensive content creation strategy, equipping you with the skills to craft impactful PR campaigns that align with organizational goals and engage target audiences effectively.

By the end of this course, you will be able to:
• Distinguish between different types of PR content based on their purpose and function within a PR campaign
• Apply editing and proofreading best practices to ensure the quality and effectiveness of PR content.
• Develop strategies for organizing and managing various types of PR content efficiently
• Explain how AI tools can be used to enhance content creation and automate specific content management processes within PR
• Create a content creation calendar that aligns with a PR strategy, effectively planning and scheduling content for optimal impact

By the end of this course, you will be adept at developing and managing high-quality PR content, using AI tools to streamline processes, and planning content that aligns with strategic PR goals",BEGINNER,"5 weeks of study, 5-6 hours/week",Business Essentials,"VerifiedCert, Specialization",,https://www.coursera.org/learn/pr-content-development-and-management
2O5AI0zLEfCXGQ7_O0Gvvw,Diversity and Inclusion in the Workplace,"Want to create a work environment in which everyone feels seen, heard, and valued?   

Diversity and inclusion are more than simply initiatives; they're critical drivers of innovation, trust, and high-performing teams. This diversity and inclusion in the workplace course brings D&I to life with real-world business scenarios and engaging, action-oriented learning. 

Different from other training programs, this diversity and inclusion training demonstrates how inclusiveness impacts culture, cooperation, and long-term success. Learn how to detect unconscious prejudice in recruiting, resume screening, and everyday interactions, as well as how to respond to microaggressions in a courteous manner. 

Investigate how to promote inclusiveness in team dynamics, conduct D&I audits, and drive change through Employee Resource Groups (ERGs). Whether you're a team member or a leader, you'll learn how to challenge bias, foster accountability, and promote positive change.  

In the end, you'll not only grasp the value of diversity and inclusion, but you'll also be able to lead it. Leave with skills for fostering belonging, embracing diversity, and shaping a better workplace.",BEGINNER,,Business Essentials,"VerifiedCert, Specialization",,https://www.coursera.org/learn/diversity-inclusion-training
OgyTdFr3EfCekhJDthqyWw,XHTML - Beginners,"This beginner-friendly course introduces learners to the essentials of XHTML and its practical application in web development. Through a structured, hands-on approach, students will explore the foundational syntax of HTML and XHTML, gain experience in writing compliant code, and use essential tools for development and testing.
The course is divided into two comprehensive modules:
• Module 1: Foundations of HTML and XHTML focuses on identifying structural elements, creating basic XHTML documents, and evaluating their validity using recognized web standards.
• Module 2: Tools for Writing and Testing XHTML trains learners to apply suitable code editors like Notepad++ and utilize browser-based developer tools, such as those in Firefox, to test and verify XHTML output in real-time.
By the end of the course, learners will be able to construct, format, and validate XHTML pages with accuracy using both textual and visual debugging tools. The course promotes critical thinking and attention to standards compliance—key skills for aspiring front-end developers or content creators working with web markup.",Not Specified,,Mobile And Web Development,"VerifiedCert, Specialization",,https://www.coursera.org/learn/xhtml-beginners
PsEoIpBoEfCAowr_1oEn-Q,"Capital Markets: Analyze, Evaluate & Invest","By the end of this course, learners will be able to identify the functions of financial markets, differentiate between equity, debt, and derivative instruments, evaluate the pros and cons of investment tools, and analyze the role of intermediaries, stock exchanges, and regulators in capital markets.

This comprehensive program is designed to give learners a practical and structured understanding of capital markets and financial instruments. Starting from foundational concepts, it explores equity, preference shares, debentures, derivatives, and mutual funds, while also covering the infrastructure, intermediaries, and processes that ensure smooth market operations.

Learners will benefit from step-by-step lessons, structured modules, practice quizzes, and graded assessments that reinforce knowledge and build confidence. The course uniquely combines conceptual clarity with applied insights, making complex topics like derivatives, corporate actions, and trade life cycles easy to understand and apply in real-world scenarios.

Whether you are an aspiring investor, finance student, or professional looking to strengthen your market knowledge, this course equips you with the ability to analyze, evaluate, and make informed investment decisions with confidence.",Not Specified,,Finance,VerifiedCert,,https://www.coursera.org/learn/capital-markets-analyze-evaluate-invest
5epfT7cBEeScDCIAC9REiQ,Our Energy Future,"This course is designed to introduce students to the issues of energy in the 21st century – including food and fuels – which are inseparably linked – and will discuss energy production and utilization from the biology, engineering, economics, climate science, and social science perspectives. 

This course will cover the current production and utilization of energy, as well as the consequences of this use, examining finite fossil energy reserves, how food and energy are linked, impacts on the environment and climate, and the social and economic impacts of our present energy and food production and use. After the introductory lectures, we will examine the emerging field of sustainable energy, fuel and food production, emphasizing the importance of developing energy efficient and sustainable methods of production, and how these new technologies can contribute to replacing the diminishing supplies of fossil fuels, and reduce the consequences of carbon dioxide release into the environment. This course will also cover the importance of creating a sustainable energy future for all societies including those of the developing world.  Lectures will be prepared and delivered by leading UC San Diego and Scripps Institution of Oceanography faculty and industry professionals across these areas of expertise.",Not Specified,"45 hours of videos, quizzes and peer reviews",Environmental Science And Sustainability,VerifiedCert,,https://www.coursera.org/learn/future-of-energy
PdqB4f-tEe-m2BKpUCEabw,Security Architecture & Operations,"Updated in May 2025.

This course now features Coursera Coach!

A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

This comprehensive course equips you with the knowledge and skills necessary to design, implement, and manage effective security architecture and operations within modern enterprises. You will gain an in-depth understanding of critical security concepts, from cloud-related considerations to network infrastructure and data protection techniques. By the end of the course, you'll be able to enhance an organization's security posture through intelligent design, planning, and operational efficiency.

The course begins with an exploration of various architectural models, including cloud, network infrastructure, IoT, and virtualization. You’ll study the security implications of each, understanding how to implement security measures in each architecture. As you progress, you'll dive into core topics such as selecting effective security controls, data protection, and network appliance configuration. You'll learn about cutting-edge techniques, including firewalls, secure communication, and advanced backup technologies for resilience and continuity of operations.

The next section focuses on security operations, emphasizing real-world implementation of security measures across an organization. You’ll explore identity and access management (IAM), wireless security, endpoint detection, password management, and more. Additionally, you’ll gain insights into the incident response process, the importance of monitoring, and strategies for vulnerability response. Testing, digital forensics, and security baselines will also be covered to help you understand how to respond to, mitigate, and report security threats effectively.

This course is perfect for security professionals, IT specialists, and anyone looking to deepen their understanding of security architecture and operations. No prior advanced security knowledge is required, though familiarity with basic IT concepts is recommended. With a mix of theory and practical skills, this course is ideal for learners aiming to advance in the cybersecurity field or take on security leadership roles.",INTERMEDIATE,,Security,"VerifiedCert, Specialization",,https://www.coursera.org/learn/packt-security-architecture-operations-mxqe4
qqP6hnElEeWi0g6YoSAL-w,"GIS Data Formats, Design and Quality","In this course, the second in the Geographic Information Systems (GIS) Specialization, you will go in-depth with common data types (such as raster and vector data), structures, quality and storage during four week-long modules: 

Week 1: Learn about data models and formats, including a full understanding of vector data and raster concepts. You will also learn about the implications of a data’s scale and how to load layers from web services. 

Week 2: Create a vector data model by using vector attribute tables, writing query strings, defining queries, and adding and calculating fields. You'll also learn how to create new data through the process of digitizing and you'll use the built-in Editor tools in ArcGIS.

Week 3: Learn about common data storage mechanisms within GIS, including geodatabases and shapefiles. Learn how to choose between them for your projects and how to optimize them for speed and size. You'll also work with rasters for the first time, using digital elevation models and creating slope and distance analysis products.

Week 4: Explore datasets and assess them for quality and uncertainty.  You will also learn how to bring your maps and data to the Internet and create web maps quickly with ArcGIS Online.

Take GIS Data Formats, Design and Quality as a standalone course or as part of the Geographic Information Systems (GIS) Specialization. You should have equivalent experience to completing the first course in this specialization, Fundamentals of GIS, before taking this course. By completing the second class in the Specialization you will gain the skills needed to succeed in the full program.",INTERMEDIATE,"4 weeks of study, 2-3 hours/week",Environmental Science And Sustainability,"VerifiedCert, Specialization",,https://www.coursera.org/learn/gis-data
w1OnRy1EEe-MmBK4EgZ1qQ,Systems Thinking Basics,"This course aims to help you understand the basic principles and concepts of systems thinking, identify and analyze the interrelationships in complex systems, apply systems thinking tools and methods to real-world problems and opportunities, and generate innovative ideas and solutions using systems thinking approaches.  

The course aims to cultivate an ability to think holistically, enabling learners to see beyond parts and appreciate the whole picture, which is crucial for addressing modern challenges across various domains, including business, environmental issues, and social systems.

This course is designed for Business Analysts, Project Managers, Strategy Consultants, Business Leaders, and Entrepreneurs. These professionals navigate complex environments and make strategic decisions that impact their organizations. By learning systems thinking skills, they will enhance their ability to see the bigger picture, recognize patterns, and understand business interconnections.

Participants should have a keen interest in problem-solving techniques and be open to questioning the status quo. This mindset is essential as systems thinking often involves challenging existing assumptions and considering new perspectives. No prior knowledge of systems thinking is required, but a willingness to engage with complex concepts and collaborate with others will be beneficial.

After completing this course, learners will be able to analyze complex systems by identifying and mapping their elements, interconnections, and feedback loops. They will apply systems thinking tools and methods to real-world problems and opportunities, demonstrating their ability to create holistic solutions. Additionally, learners will generate innovative ideas and solutions using systems thinking approaches, harnessing their critical and creative thinking skills to drive positive change in their organizations.",BEGINNER,1 Hour,Business Strategy,"VerifiedCert, Specialization",,https://www.coursera.org/learn/systems-thinking-basics
3791_tdbEeS2-SIAC4-TTw,Fundamentals of Management,"Are you about to enter the workforce? Are you an emerging professional? Are you new to your role in the organization? All prospective new employees benefit from understanding management principles, roles and responsibilities, regardless of position.  Now you can acquire an in-depth understanding of the basic concepts and theories of management while exploring the manager's operational role in all types of organizations. Gain insight into the manager's responsibility in planning, organizing, leading, staffing and controlling within the workplace. It’s never too soon to plan your professional path by learning how the best managers manage for success!

Upon completing this course, you will be able to:
1.       Describe the difference between managers and leaders
2.       Explore the focus of a manager’s job
3.       Cite the required skills for a new manager’s success
4.       Describe the five functions of management
5.       Explain the new model management operating philosophy
6.       Describe the hierarchy of planning
7.       Use the SMART goal setting technique
8.       Discuss the concept of evolution of leadership
9.       Explain how customer satisfaction is linked to controlling
10.     Discuss the power of building a network",Not Specified,"4-8 hours of videos, readings, and quizzes",Leadership And Management,"VerifiedCert, Specialization",,https://www.coursera.org/learn/fundamentals-of-management
VuRXs3EiEeWrAxJQXw-8PQ,Fundamentals of Visualization with Tableau,"In this first course of this specialization, you will discover what data visualization is, and how we can use it to better see and understand data. Using Tableau Public, we’ll examine the fundamental concepts of data visualization and explore the Tableau interface, identifying and applying the various tools Tableau has to offer. By the end of the course you will be able to prepare and import data into Tableau and explain the relationship between data analytics and data visualization. This course is designed for the learner who has never used Tableau before, or who may need a refresher or want to explore Tableau in more depth. No prior technical or analytical background is required. The course will guide you through the steps necessary to create your first visualization from the beginning based on data context, setting the stage for you to advance to the next course in the Specialization.",BEGINNER,"4 weeks of study, 3-5 hours/week",Data Analysis,"VerifiedCert, Specialization",,https://www.coursera.org/learn/data-visualization-tableau
ENhHCTboEeW8ZAoCexam_w,Data Analysis Tools,"In this course, you will develop and test hypotheses about your data. You will learn a variety of statistical tests, as well as strategies to know how to apply the appropriate one to your specific data and question. Using your choice of two powerful statistical software packages (SAS or Python), you will explore ANOVA, Chi-Square, and Pearson correlation analysis. This course will guide you through basic statistical principles to give you the tools to answer questions you have developed. Throughout the course, you will share your progress with others to gain valuable feedback and provide insight to other learners about their work.",Not Specified,,Data Analysis,"VerifiedCert, Specialization",,https://www.coursera.org/learn/data-analysis-tools
ZoRf85v4Ee6OLRIoLG614w,Gen AI for Fraud Detection Analytics,"Welcome to the  'Generative AI in Fraud Detection Analytics' course, where you'll embark on a transformative journey to acquire practical expertise in generative AI for fraud prevention.

Throughout this course, you'll delve into the world of AI-driven fraud detection, mastering the fundamentals and exploring real-world applications. By the end of this course, you will be able to:

- Gain a comprehensive understanding of generative AI in fraud detection.
- Utilize generative AI techniques, especially the LSTM and GAN model, for practical email fraud 
 detection projects, strengthening the capacity to employ AI in real-world fraud prevention scenarios.
- Grasp the key concepts of generative AI's role in fraud detection, encompassing ethical considerations and best practices for data handling, establishing a strong foundation in AI-driven fraud analytics.

This course is tailored for learners from diverse backgrounds, including data scientists, fraud analysts, AI enthusiasts, and professionals aiming to enhance their skills in fraud analytics. Prior experience in AI and fraud detection is beneficial but not required.

Embark on this educational journey to master Generative AI for Fraud Detection Analytics and elevate your expertise in fraud prevention.",BEGINNER,"1 week of study, 2 hours/week",Security,VerifiedCert,,https://www.coursera.org/learn/gen-ai-for-fraud-detection-analytics
8i2SyPvsEe2-pgqew4M3vw,Linear Regression,"This course is best suited for individuals who have a technical background in mathematics/statistics/computer science/engineering pursuing a career change to jobs or industries that are data-driven such as finance, retain, tech, healthcare, government and many more. The opportunity is endless.  

This course is part of the Performance Based Admission courses for the Data Science program.  

This course will focus on getting you acquainted with the basic ideas behind regression, it provides you with an overview of the basic techniques in regression such as simple and multiple linear regression, and the use of categorical variables.  

Software Requirements: R

Upon successful completion of this course, you will be able to: 

- Describe the assumptions of the linear regression models. 
- Compute the least squares estimators using R.
- Describe the properties of the least squares estimators.
- Use R to fit a linear regression model to a given data set.
- Interpret and draw conclusions on the linear regression model.
- Use R to perform statistical inference based on the regression models.",INTERMEDIATE,,Probability And Statistics,"VerifiedCert, Specialization",,https://www.coursera.org/learn/illinois-tech-linear-regression
JHBw7jvqEfCxwxJQM9bC_Q,The CISO Masterclass,"This course features Coursera Coach!

A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

The CISO Masterclass is designed for aspiring CISOs, security leaders, and those interested in understanding the journey to the CISO role. By the end of the course, you will have a clear understanding of the essential personality traits of a CISO, be able to develop a comprehensive 90-day plan that includes people, processes, technology, and budgeting, and know how to create a robust cybersecurity strategy. You will also gain the skills to evaluate security metrics and tackle challenges such as budget constraints and team management, preparing you for real-world CISO responsibilities.

As you progress, you’ll embark on a step-by-step journey that starts with career reflections and progresses through the essential 90-day plan for a CISO. This plan focuses on people, processes, technology, and budgeting, ensuring you are well-prepared for real-world CISO challenges. Additionally, the course covers the crucial aspects of cybersecurity strategy and metrics, helping you to assess and improve the effectiveness of your security posture.

This course is ideal for those seeking to understand the CISO position, from role responsibilities to leadership strategies. A foundational understanding of information security principles and a keen interest in advancing into cybersecurity leadership are recommended.",INTERMEDIATE,,Security,VerifiedCert,,https://www.coursera.org/learn/packt-the-ciso-masterclass-ylnac
XvJBLJVHEea0-w59UvC4Ag,Financial Accounting Fundamentals,"This course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty, will teach you the tools you'll need to understand the fundamentals of financial accounting. Concise videos, the financial records of a small business, and ""your turn"" activities guide you through the three most commonly used financial statements: the Balance Sheet, the Income Statement, and the Statement of Cash Flows. Beyond recording transactions, you'll learn how to prepare these financial statements, and read and analyze them to draw basic conclusions about a company's financial health.

By the end of this course, you will be able to:
- Use journal entries to record transactions
- Prepare and use t-accounts to summarize transactions recorded during an accounting period
- Describe the three most commonly used financial statements and how they fit together
- Prepare these financial statements based on transactions recorded during an accounting period
- Draw basic conclusions about a company's financial health",BEGINNER,"5 weeks of study, 2-3 hours/week",Business Essentials,"VerifiedCert, Specialization",,https://www.coursera.org/learn/uva-darden-financial-accounting
5aTJVUhVEeWJHwqqqPAooQ,Subsistence Marketplaces,"The foundation for this course lies with unique synergies between pioneering research, teaching, and social initiatives through the Subsistence Marketplaces Initiative. Unique to this approach is a bottom-up understanding of the intersection of poverty and the marketplace.

The goals of this course are to help you develop an understanding of marketplace activity in the radically different context of subsistence where much of humanity resides and survives, and for you to design solutions that can be implemented by individuals, businesses, and social enterprises through economically, ecologically, and socially sustainable products for subsistence marketplaces.",BEGINNER,,Leadership And Management,VerifiedCert,,https://www.coursera.org/learn/subsistence-marketplaces
41yk6loBEe244QqZ1Zw-dQ,Creating a Technology Startup Company,"The course starts by exploring entrepreneurial ecosystems and systems thinking. The Technology Adoption Life Cycle is introduced to help explain market dynamics and support developing business strategy. Market research concepts and tools are presented that learners will apply to their course projects. Founder, key manager, and board member considerations are examined, and the qualities of effective leadership are reviewed. The operational structures and processes of a tech startup are identified, and the Balanced Scorecard is presented as a tool for tracking critical performance metrics. Learners will create a first draft of Product, Market, and Management & Operations Plans for their new product or service ideas.

Creating a Startup Company can be taken for academic credit as part of CU Boulder’s Master of Engineering in Engineering Management (ME-EM) degree offered on the Coursera platform. The ME-EM is designed to help engineers, scientists, and technical professionals move into leadership and management roles in the engineering and technical sectors. With performance-based admissions and no application process, the ME-EM is ideal for individuals with a broad range of undergraduate education and/or professional experience. Learn more about the ME-EM program at https://www.coursera.org/degrees/me-engineering-management-boulder.",BEGINNER,Six to eight hours a week for five weeks,Entrepreneurship,"VerifiedCert, Specialization",,https://www.coursera.org/learn/creating-a-technology-startup-company
BNYWC1u2EfCt0wr_8L_7mQ,Unix System Overview and Command,"This comprehensive course equips learners with the essential and advanced skills needed to navigate, manage, and optimize Unix-based systems through powerful command-line utilities. Designed for beginners and intermediate users alike, the course blends foundational concepts with real-world command usage.

Through three in-depth modules, learners will first identify core Unix structures and navigate directories using shell commands. They will then manipulate files, filter text streams, and employ communication and data redirection techniques. Finally, learners will integrate remote access tools, automate responses, and apply archiving utilities to streamline system-level operations.

By the end of the course, learners will be able to confidently analyze, execute, and optimize Unix system operations for administration, scripting, and automation purposes.",INTERMEDIATE,,Support And Operations,"VerifiedCert, Specialization",,https://www.coursera.org/learn/unix-system-overview-and-command
